"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","index","actual","forecast_vals"
5.17773647092002,4.53773277740682,5.21936329173965,5.8465416913397,5.26497103072638,6.16884174699214,6.52062695034045,5.53881162941149,4.91365002297561,4.21165940255922,5.16899395538367,5.79542335307468,5.7535634183196,5.17924638395105,4.50236466485666,5.09522936213189,5.38501091160919,5.89045692508677,5.52958492584902,4.60941101978074,5.02979910792985,5.44152836953391,4.22157622566418,6.03038092171781,5.84419660469409,5.0644275905506,6.03654717468705,4.66752476728988,5.60282621385385,5.27473709540626,4.64532418891312,4.22205871936338,5.38466935287441,6.04135284998516,5.32615275643357,4.58204267714753,5.72502583999643,4.3095559938529,4.37035908536848,5.40552245801341,4.17742643073881,4.04994197002265,5.74593620410953,4.41447251779333,5.30405698038764,5.66124121218788,4.83184103356546,6.15170382163168,5.04203875229497,3.78098006544481,4.73584705676896,4.7258168102448,5.14291437348161,5.02878557986719,4.74148411848262,4.82054926504391,5.31015104461551,4.36999986565233,4.3956035534808,5.01662797505037,5.35048721136998,4.5941768686782,4.667220802962,5.15316236659739,4.51084629304798,4.84740212662098,5.42106375194783,5.4030879384112,5.45681280563984,4.97518585083206,4.59404622189516,4.48071990407942,5.43658666933518,5.79615112978207,3.61512715567066,4.75704771460914,4.95401732664388,4.2469031501685,5.78857722984548,4.30320483660355,6.20987709622332,5.17021439091884,4.0848459797497,4.14624266110118,5.57240274321936,5.36243696692309,6.08108812714915,5.64606767497737,5.11177582242792,5.81883157537808,5.54122988360968,4.52072237881528,4.70368142619614,4.77577969554616,4.92197474857835,4.38864037576044,5.77968952958449,5.60243451848399,4.42040452516185,4.61724101242693,1,4.112,4.9933686259054
4.49579912134362,4.28800587999815,5.14890729505396,5.4669646931519,5.11264985651802,5.59653387553493,5.36642548212007,5.40568672342536,5.10557986174857,4.15492898212049,4.52770416746568,4.86333382463668,4.87285878059256,4.85338192267126,5.78816509742539,4.7605510810842,4.8138527362719,6.81922169874919,4.13606554320764,4.36342403612811,5.8294253906176,4.37762479096722,4.20380186263875,5.08139522723449,6.21320361040731,5.31227420581925,4.63025297970946,5.23300319971686,6.17322401727923,4.88784956059123,4.18115136315721,2.86228347931885,5.60932872547478,5.57522583344869,5.18182330059043,4.96310216284373,5.80911281102545,4.29024415532312,5.24870788845563,5.8094352412833,3.31073600249564,4.59533431227862,5.1294659384684,4.45992344126421,4.93789073387922,4.20467367163205,4.65288223374566,6.649195754742,4.87284726114079,3.86145166260328,4.29684845909918,5.16724212501808,5.21954476583321,5.26202122276805,5.41165817395381,4.2154477184544,4.68393664264007,4.93691363979779,5.61336701943013,3.72416169585848,4.6184757106388,3.74550001583981,3.53819095449417,4.11629365052776,4.45245154703694,4.29518128292593,4.2792862111215,5.86478390100968,5.30056670896501,6.34175681969421,5.23293775872718,5.44065098816193,4.84512421884667,5.11648112916506,4.13555125156015,3.77434398565483,5.64661280178582,5.59132505157853,4.86322419353535,5.17835674109231,4.24830262850631,5.4115642671804,4.49428865340047,4.39500717943674,5.21273104205923,4.87634676729337,5.00754825331625,4.66969976815441,5.25433469062303,4.67153612904431,5.49413864372847,4.32871279558827,5.56625388702671,4.77799603162981,4.94472640869194,3.93729728330088,5.44636027401495,5.68694244300383,5.36397323409865,3.72915785399103,2,3.9,4.91719245219742
5.1398315104981,4.98006139383708,4.65945149337518,5.98382548524744,4.96553710301051,4.46263941245273,4.13579847976045,5.16401615481241,5.05034016830688,3.85625129455958,4.71984111869038,4.5387609223359,4.11152426340814,5.2400935324832,5.56964367078642,5.06785314772331,4.58007377648886,6.17623309105259,5.7544524630589,4.39065899101766,5.02851614301431,4.3481785137345,4.49119594006868,4.71845282787236,4.33075488116897,4.49394138638414,4.95802588083612,5.2489525419423,5.41886475760626,4.62381457569483,5.20468414049819,2.96602987952179,4.94976984471218,4.53804172475527,3.55013574899069,5.88978693899868,5.90396188063615,4.21987415410355,4.8735854969581,5.57981851410547,4.4183451826415,5.54172836594381,4.91596450926752,4.14041669289194,4.53223412595413,4.88578754114151,4.85089510706675,5.27341088591472,5.06122259193743,4.39493853575828,4.42214428122691,4.35378584532797,5.32129156411403,5.81321673550049,5.59771002188747,6.075297606388,4.63292475505038,3.63046653070769,5.02517284690223,3.24131621610207,4.01722638107958,4.66929107678984,4.30871689372391,3.94370051672379,3.62898249101285,4.66127429668037,4.68694616857768,5.55516971065514,4.71796695270111,4.34431900345116,3.46372047071227,5.00098178445957,4.89824810500521,5.23517585512053,4.04478683932338,4.50423255286006,4.077370684398,5.9764027094688,4.44398353655659,4.43155177484073,4.17276171643729,4.94273663841188,5.19129016487118,4.89104678303899,5.68739506241136,5.73311034542399,5.39640190652349,4.49098917706002,3.79733034958473,5.5505756657722,5.70962461240518,3.81734882340339,5.55841546795326,4.05362169205945,4.78639696557599,3.87007823926867,5.18512642894253,5.2761074301347,4.74504888952377,3.66683975799759,3,3.976,4.7924361459857
4.67685252363152,3.41313161388271,4.37141895343303,6.62305591809142,4.78749580366497,4.03716238406562,4.77951644662795,5.90250181954024,4.71694240867789,4.27658422383348,4.95888750606346,4.71713134590687,5.85048337184778,4.95008824996979,5.44749869376843,4.57870431964733,4.93370966917737,5.85749200656384,4.50214115107518,4.11409605288857,5.25162026271871,5.343611288691,5.29134189588072,5.20481526328269,5.06347166903545,5.6337915523128,3.94878156934772,5.47843778459625,6.17848997702182,4.83927887015976,4.72563000798381,4.80881936200776,4.11816664848217,5.23528899676237,3.82597747764669,4.4368134019796,4.67730427226818,4.95966705483603,4.48111323255929,5.77174579560291,4.46331262991083,6.29727188520789,5.02809788921539,4.8356746638435,4.50435677496926,4.3254586070359,4.82765885488111,4.72221860935802,4.7078329808613,4.46969446399666,4.28509982475079,5.1579492877584,4.86584919538788,5.26713793235626,4.20127127169036,4.84429687045774,4.52014847768921,5.59475759831357,4.57425734196682,4.91123683621261,4.72223222546228,5.13337472110193,5.36991664027229,3.92499760766154,5.34111178114037,4.87739568774107,4.17595165545436,4.62069701004753,4.42099489400468,6.02997988671607,4.57622832158325,4.12384913708609,5.23979575965168,5.40846306746061,4.05555467078196,4.45100134856537,5.99185632424916,5.8291889285666,4.4705348494329,5.56016359994013,4.05793845465035,4.20878313762206,4.47859650369105,4.29782491307737,5.04313064382464,5.55024426352581,4.32699049254921,4.94089367922385,5.77062397003213,5.08130613575296,5.15783055006668,4.13432156301044,4.60562500621371,4.53541517134747,4.57513145977276,4.48544076772689,5.06817724261112,5.58930429370437,5.51517198811639,4.24074122977289,4,3.92,4.85331398106344
4.22243931662847,3.93028223461153,5.90335817751254,6.46192027222072,4.53341807480052,4.81222941499756,5.09541876405954,5.21245404638517,3.83959627381227,3.74158762821862,5.64635529343449,4.73310855554514,5.52216896498629,4.82513319610551,4.25924802195743,4.53160209939226,4.10268891904822,5.65693794905636,5.04246147807156,4.14933027107058,4.89965419604767,5.5541302913822,4.55804541841628,4.3636875211222,4.74732349349043,4.04385388972833,3.53844073492549,5.06288354341335,4.34381216719759,4.82179559483416,4.94651664761934,5.34003596067196,4.88502769810238,5.4527304770573,4.36702371350599,3.83169695714424,3.61464457393318,4.49030265191101,4.1667032741482,5.15997094060886,3.15547318959046,6.65820621534871,4.84651970154567,3.24780357081335,4.24596726178168,4.7282978261345,3.7431220490203,4.96286449026027,3.79634108706699,4.58148279945409,4.49250784192343,5.49032423233035,4.89894961080119,5.75722374289442,3.60464015547121,4.53266665294563,4.88563777306453,5.89878332912554,5.33173979149424,3.87521698751777,3.91304320364226,4.57954427070068,5.74363241192136,4.09002662648122,5.19360172195373,4.86252147648701,4.60801229465372,5.04428839001231,4.13512673749164,5.46862614688431,4.1478091823985,4.61365832381065,5.68978676739149,5.20367575467064,3.45394354122846,4.59905060233339,5.54756797053112,5.39189140445883,4.32827315375165,5.35992940628145,5.02495374117414,4.57620046334226,4.22458474148762,4.1442279859534,4.51944600805964,5.93849324408318,3.77314182298138,4.49840986071968,4.48712604959719,6.30811459498993,4.24094887848428,4.36724042312883,4.89645266698843,4.74887526444644,4.81229255258892,4.24036415058487,4.92064636970273,5.2446376190616,6.05658848568701,3.96683153570654,5,3.9,4.6331398222681
4.90260531486184,4.33586576167862,5.48490337742041,4.32501706249066,4.31469566184866,4.91499563621738,5.52810335626288,3.69325882169613,5.19153569610783,4.13095792953602,5.03388159214707,4.47304565422474,4.88237906052787,3.53244245164424,3.69314681685407,4.56670551142574,4.73020094264083,5.28827985357358,5.40842824900887,4.84558611566753,5.13057347458706,4.76829564678277,3.75683068148194,4.97701452152178,4.11937092887075,4.23223118393624,3.85322385214507,3.86754847105101,4.4344394119145,4.54690093606383,4.65153902051838,4.32249997908827,3.86367068615868,3.32333367804769,4.71381157219069,3.60124167052362,3.43424968232366,3.87372645729078,5.44374883048695,4.87410118111136,3.5797492919647,4.34443469288708,3.26826733779924,3.44185807144659,3.71464481265766,5.15605766928629,3.68253827821308,3.91506105918872,5.14073842448946,4.58026944527455,4.52868722000353,4.17571929872487,5.02073937494703,4.36350632511199,4.6097452843132,4.85796002117139,5.09422289263893,6.0704636429261,5.22606565516502,4.62857317942883,4.25661711508519,4.54371323678854,4.9247162931384,4.35334358592529,4.3909270567343,3.95124127341636,4.28073964238667,4.76702961892262,4.24040146947243,4.12292997267295,3.95588365370501,4.36443300226634,4.82155202318042,5.86899951279131,4.56374423940928,5.62859613264335,4.83251078931547,4.50985930501637,4.41699198939073,6.0116110175424,5.2326401062547,3.1500113590087,3.48502152743333,5.0987725875765,4.43237981265296,4.39334169360944,4.46774744510852,3.72459952442396,3.81550976401707,4.58329844569616,4.72057272312342,3.98324647677083,4.46653681640401,5.19548871134355,4.0099996073579,2.90039880633904,4.03034700770044,4.61647709297952,4.24318387533973,4.15867371092793,6,3.996,4.49293612669194
5.17917020563312,4.40537013852638,5.96037975842137,4.35017014942547,4.90055193363489,4.90862182600519,5.47049187165509,5.07824365156396,4.56309412573644,4.16931903587711,4.96923401195846,5.17354679557792,5.35584120962898,3.9706464498218,4.58598963781207,4.54744308634517,4.88261206103927,5.4771755708076,5.29767850645892,4.44441759946612,4.21712889004465,4.64745741142953,4.74104268592717,4.79011410785049,4.99537372433023,3.91332972543059,5.50073651946843,5.31182475041141,4.89562786101698,4.52851500800721,6.1383004848431,5.14486795410917,5.29552935508447,4.74548495544572,3.80851034194863,4.67723759202907,4.7472074109117,6.31230327957593,4.803777297921,5.95127919186329,4.47896898319635,5.08125075057726,4.69464775706272,4.02848271445995,4.52901955776164,4.92909538824337,4.57050831927788,5.07217767992438,5.04279110737173,4.05116068716822,3.76705268602638,5.37000190641747,5.91319658828128,3.94220078378121,5.39328238453738,4.75567986755026,4.52078059337323,5.481740502709,4.92349172194082,4.88206659959089,4.42987495184159,5.56343640547926,6.10953697612516,4.68065028993696,5.04477519538334,4.96685278228177,5.57685496089672,4.66042639487272,4.68973654386744,5.21778639783044,5.36537276188557,4.12925781103336,5.26979984664501,5.86227287245478,4.81961154985778,5.38822285136768,5.11495981810078,4.64094486829095,4.62216049816053,4.80053531278403,4.74342413591129,4.04272271327357,5.35696170168939,4.9036331381235,4.45869502791957,3.7840848027736,4.59693140846678,5.30201114476786,4.1726921018896,4.62109906737641,4.89713208387874,4.37365617621592,4.76759740614712,5.48734789350271,3.73805869954288,4.17737414994916,4.64714651140576,5.14538141006186,5.65854667483018,4.49249215603743,7,4.044,4.85798941960363
10.0436801729929,10.950388390948,11.3201624767234,10.8200327361037,12.0200318076089,11.0776083733802,11.2693793084753,11.1046838009004,10.8549986637862,9.88485569387041,10.911245869078,11.4125792705921,11.2609050071292,10.6045484190876,10.4044862900315,11.2896340236518,9.93944241805305,11.6086378171736,12.8629734602195,11.7959719724956,9.99295360529801,11.0911527925618,11.2455581104021,12.1158513382212,11.3819369783328,10.9321105206656,11.9769211548336,11.7274691416216,10.9294383825551,10.7031759106863,11.5145691962463,11.2960856271016,11.5849182613837,10.6681137522793,10.4233748763565,11.0959417308168,10.7985470009219,12.3484239461607,10.7298892027832,11.7988881374781,9.61767196428108,11.4957636314874,10.7534500719016,10.079719538982,11.4675145728413,11.2158538503349,11.5308893304561,10.7841776311841,11.0604202407889,11.5576470380044,10.855656301999,11.8106536061321,11.6355185552741,11.74148571315,11.4912330698346,11.853785323623,11.309599633556,11.6130746463128,10.529462683249,10.717982167499,11.3308733638151,12.4020768081253,11.7441167218789,10.8688251339224,11.0847355495049,10.3869666037517,10.5579301285392,10.7974074619661,10.7271856778846,12.751940216058,10.367807018538,10.8601085965961,11.6970006144143,10.7824701913569,10.8649505302901,11.0393534473535,10.6066608301411,10.0896628864559,11.0600043890412,10.5188096505565,11.3571714593537,10.9254302119236,11.3880190485535,11.8540186033827,10.5577812643957,11.6293243482734,10.8167789675671,11.3723185359699,10.8158159519837,11.3507228524922,11.7267448609563,11.06744794636,10.4187899861279,11.0935656328691,10.7498578442956,10.1405539512924,10.706178078681,11.3138564998607,11.8305787530214,11.8634616809658,8,9.94847861505114,11.1275618351218
12.5454364659064,12.0718475406792,12.5659910135659,12.4371123200104,12.9138373020462,12.1421715790396,12.9781699149773,12.8328573969933,12.8572843319286,12.402046381994,13.7170260897847,12.4001185992438,12.6246662214085,13.444732167698,13.4506025472328,13.8306454047042,12.9698921635828,13.7942307467783,13.3430007336691,12.3155634262759,11.9744612012144,13.1241010392764,12.3005490610715,13.3330356022883,12.8094640847071,12.6280706516751,12.7299159653275,13.4005808454439,12.0746366122484,12.8440783737569,14.3312345557778,13.0298723285357,12.8559327941993,11.5450577805095,12.4739047358588,13.0673314143668,12.6331432331113,12.8604748417249,12.3751678526473,11.6267418620303,13.0868050463231,13.2811168769166,12.2637072755288,12.6378191531735,13.6345938641837,12.8453890443067,13.4871583702803,13.3612174394171,12.1271078350993,11.3662181174161,13.3260345048462,12.9105955199667,13.8162235968184,12.6033820079496,13.1705239711069,13.6220739768095,12.3939237827372,12.8948690712066,13.1415040771994,12.0196701240805,12.9192246298855,13.3617321313695,14.3272672638471,13.2343502822552,12.3033288155971,13.312775573345,12.7681724442257,12.6629599919282,13.8362113665229,12.408771514648,12.6684994249122,12.4668163721004,12.9338903601531,12.8503166293459,13.1110527358165,12.4828948815915,12.3121288263324,12.5761104658764,12.6914295174505,13.3315893907425,13.5897948063603,12.2791767313857,12.8884958132705,14.2065775850152,12.1146704619421,12.4423824469933,13.53355491006,13.4308018459618,12.5735354553122,13.9898926056743,12.9564623304621,13.1068476063157,12.7567163180993,13.1387732932228,12.7245729466866,13.3605769175535,12.9154849886948,13.06221903035,13.2203753854282,12.8587093599636,9,11.5676147079282,12.90775430569
10.2173053516358,10.4140428005355,9.87632755544347,9.80967028680966,10.0886855451148,9.82263123484817,9.95721692250077,9.30004693435277,10.0715155329257,9.7301416940749,11.1642668800757,9.25041950399194,10.3127471961191,10.82906263491,9.77813869406413,11.4225639899119,9.94793848018818,10.2122110059596,9.97547879191854,10.0899326946178,10.0788847573249,10.5636207451145,9.56169981684441,9.73631045915143,9.62348401048784,10.1004233357291,9.9595365877871,9.79448850673892,9.28011556068268,10.49275820231,10.2144411918239,10.3793996260588,10.4180417243012,10.477965795265,10.3686123309105,11.1671981276413,9.90398828209207,10.787850993099,9.3226546858734,10.1526765091432,10.4524559914839,10.1354541796063,10.1064876475279,9.2079001836024,11.0602297828047,10.6098058810029,10.5391426379732,10.5053670466829,10.1516732796541,9.63893559362426,9.5481625105096,9.40520594783003,11.2652743836648,9.39085693055442,10.7064260350562,11.184100549785,10.6973702621843,10.5854598365193,9.47818040556701,9.24310135264839,10.4353194603182,10.2623027636135,10.4320207367968,9.79308912688076,9.26043287909106,10.1035372858415,10.5396257885448,10.7722413870403,10.4699649632717,10.9343017181833,9.97223517561992,9.53106127929361,10.363178890717,10.0264953299718,11.0244925259051,9.81417866565987,10.7669722744489,10.4911735574424,9.70665542193183,10.1466102056774,11.706295593106,10.985927796592,10.2763013250972,11.8045006563667,10.7127393925938,10.0341781481858,10.528390771904,10.1789978096346,9.79759885435905,11.534795033882,10.95293098739,10.3545541866272,10.8330297341049,10.9472948260513,9.43554252976973,10.4912206493958,9.58645180673889,9.77979857968972,10.5035312956734,10.1830274468374,10,8.82824367386661,10.2684160951616
